,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,class
37,0.0,0.67,0.3,0.79,0.8299999999999998,0.98,1.0,1.0,0.8499999999999999,0.75,0.7,0.5,0.55,0.25,0.4,0.0,1.0
38,0.0,0.8399999999999999,0.4,1.0,0.76,0.71,0.65,0.33,0.32,0.0,0.05,0.28,0.42,0.44,1.0,0.46,0.0
39,0.0,0.92,0.55,1.0,0.68,0.67,0.55,0.32,0.42,0.0,0.02,0.28,0.35,0.44,1.0,0.5,0.0
40,0.0,0.96,0.47,1.0,0.71,0.7,0.67,0.35,0.58,0.0,1.0,0.01,0.74,0.17,0.19,0.18,0.0
41,0.0,0.72,0.41,0.8399999999999999,0.8,1.0,1.0,1.0,0.8399999999999999,0.74,0.66,0.49,0.48,0.24,0.37,0.0,1.0
42,0.0,0.78,0.23,1.0,0.62,0.79,0.68,0.4,0.59,0.0,0.31,0.18,0.49,0.39,1.0,0.44,0.0
43,0.31,0.78,0.71,1.0,0.73,0.9900000000000002,0.56,0.63,0.5,0.26,0.21,0.0,0.0,0.0,1.0,0.03,1.0
44,0.07,0.78,0.78,1.0,1.0,0.93,0.98,0.51,0.98,0.08999999999999998,0.22,0.0,0.0,0.01,0.93,0.02,1.0
45,0.13,0.59,0.0,0.63,0.42,0.8199999999999998,0.9,1.0,1.0,0.8,0.8,0.54,0.59,0.27,0.45,0.0,1.0
46,0.03,0.7,0.0,0.58,0.57,0.8,1.0,1.0,0.8399999999999999,0.75,0.81,0.5,0.81,0.25,0.97,0.0,1.0
47,0.0,0.69,0.57,0.88,1.0,1.0,0.79,0.8,0.64,0.6,0.57,0.4,0.57,0.2,0.93,0.0,1.0
48,0.48,0.88,1.0,1.0,0.92,0.63,0.56,0.3,0.16,0.0,0.0,0.15,0.3,0.39,0.91,0.38,0.0
49,0.0,0.98,0.1,1.0,0.61,0.98,1.0,0.8499999999999999,0.77,0.63,0.47,0.43,0.2,0.23,0.03,0.0,0.0
50,0.0,0.37,0.35,0.57,0.67,0.8,1.0,1.0,0.87,0.76,0.69,0.5,0.56,0.25,0.46,0.0,1.0
51,0.02,1.0,0.58,0.9900000000000002,0.63,0.67,0.38,0.34,0.19,0.0,0.0,0.32,0.42,0.44,1.0,0.44,0.0
52,0.0,1.0,0.65,0.9900000000000002,0.7,0.66,0.51,0.33,0.32,0.0,0.15,0.12,0.29,0.39,1.0,0.44,0.0
53,0.0,0.8,0.38,1.0,0.66,0.71,0.57,0.34,0.38,0.0,0.31,0.31,0.46,0.57,1.0,0.68,0.0
54,0.0,0.54,0.46,0.77,1.0,1.0,0.79,0.8,0.71,0.55,0.65,0.3,0.56,0.05,1.0,0.0,1.0
55,0.0,0.94,0.49,0.9900000000000002,1.0,1.0,0.73,0.67,0.54,0.26,0.45,0.0,0.22,0.39,0.71,0.5,0.0
56,0.0,0.93,0.49,1.0,1.0,0.95,0.9900000000000002,0.6,0.79,0.25,0.58,0.0,0.44,0.36,0.9,0.4,0.0
57,0.17,0.6,0.46,0.8,1.0,1.0,0.89,0.89,0.6,0.67,0.34,0.45,0.17,0.22,0.0,0.0,1.0
58,0.0,0.65,0.47,0.78,0.8,1.0,0.73,0.61,0.71,0.22,0.42,0.0,0.46,0.06,1.0,0.02,1.0
59,0.0,0.94,0.28,1.0,0.65,1.0,1.0,0.97,0.79,0.75,0.61,0.51,0.5,0.26,0.48,0.0,0.0
60,0.0,1.0,0.5,0.93,1.0,0.93,0.91,0.64,0.74,0.31,0.54,0.0,0.18,0.23,0.66,0.29,0.0
61,0.0,0.91,0.4,1.0,1.0,1.0,0.91,0.61,0.77,0.21,0.62,0.0,0.29,0.35,0.81,0.44,0.0
62,0.0,0.55,0.35,0.67,0.71,0.8199999999999998,1.0,1.0,0.91,0.76,0.81,0.5,0.68,0.24,0.56,0.0,1.0
63,0.0,0.94,0.47,1.0,0.9900000000000002,0.92,1.0,0.6,0.75,0.3,0.52,0.0,0.22,0.28,0.67,0.39,0.0
64,0.0,0.7,0.53,0.88,0.64,1.0,0.62,0.78,0.7,0.57,0.8299999999999998,0.36,1.0,0.14,0.98,0.0,1.0
65,0.0,0.87,0.39,1.0,0.73,0.81,0.68,0.38,0.47,0.0,0.22,0.35,0.59,0.52,1.0,0.64,0.0
66,0.0,0.88,0.52,1.0,0.68,0.67,0.5,0.33,0.23,0.0,0.08999999999999998,0.27,0.3,0.51,1.0,0.58,0.0
67,0.0,0.37,0.39,0.53,0.71,0.76,1.0,1.0,0.88,0.81,0.67,0.53,0.45,0.25,0.17,0.0,1.0
68,0.08,0.97,0.63,1.0,0.67,0.65,0.56,0.3,0.45,0.0,0.0,0.27,0.29,0.4,1.0,0.4,0.0
69,0.0,0.93,0.5,1.0,0.9,0.8199999999999998,0.73,0.41,0.56,0.0,0.29,0.2,0.47,0.34,1.0,0.32,0.0
70,0.0,0.25,0.26,0.48,0.66,0.73,1.0,1.0,0.96,0.93,0.72,0.62,0.48,0.31,0.31,0.0,1.0
71,0.0,0.91,0.34,1.0,0.62,0.78,0.58,0.38,0.46,0.0,0.31,0.34,0.57,0.55,1.0,0.59,0.0
72,0.0,0.78,0.34,1.0,0.67,0.8299999999999998,0.66,0.4,0.54,0.0,0.34,0.28,0.62,0.46,1.0,0.63,0.0
73,0.0,0.97,0.55,1.0,1.0,0.8199999999999998,0.87,0.48,0.64,0.15,0.41,0.0,0.15,0.32,0.69,0.43,0.0
74,0.0,0.8299999999999998,0.33,0.92,1.0,1.0,0.95,0.69,0.6,0.35,0.3,0.0,0.26,0.31,0.86,0.36,0.0
75,0.0,0.94,0.32,1.0,0.77,0.98,1.0,0.81,0.8299999999999998,0.6,0.6,0.4,0.38,0.2,0.22,0.0,0.0
76,0.32,0.64,0.5,1.0,0.52,0.92,0.42,0.53,0.38,0.14,0.0,0.0,0.5,0.0,1.0,0.05,1.0
77,0.26,0.25,0.23,0.41,0.62,0.71,1.0,1.0,0.88,0.93,0.55,0.62,0.24,0.31,0.0,0.0,1.0
78,0.0,0.75,0.47,0.87,1.0,1.0,0.91,0.8,0.72,0.6,0.53,0.4,0.35,0.2,0.19,0.0,1.0
79,0.0,0.67,0.43,0.74,0.78,0.91,1.0,1.0,0.95,0.74,0.87,0.49,0.8399999999999999,0.23,0.96,0.0,1.0
80,0.0,0.52,0.31,0.78,0.6,1.0,0.56,0.61,0.56,0.22,0.33,0.02,0.55,0.0,1.0,0.02,1.0
81,0.0,0.72,0.29,1.0,0.61,0.8199999999999998,0.59,0.34,0.47,0.0,0.24,0.4,0.62,0.49,1.0,0.64,0.0
82,0.0,0.46,0.45,0.56,0.8499999999999999,0.75,1.0,1.0,0.98,0.71,0.93,0.42,0.8,0.14,0.8,0.0,1.0
83,0.0,0.72,0.54,0.8199999999999998,0.96,1.0,1.0,0.88,0.8499999999999999,0.66,0.69,0.44,0.54,0.22,0.42,0.0,1.0
84,0.0,0.65,0.46,0.91,0.5,1.0,0.5,0.62,0.52,0.23,0.04,0.02,0.12,0.05,1.0,0.0,1.0
85,0.0,1.0,0.57,0.98,1.0,1.0,0.76,0.62,0.58,0.23,0.53,0.0,0.3,0.36,0.88,0.43,0.0
86,0.0,0.95,0.69,1.0,0.9900000000000002,0.71,0.8199999999999998,0.35,0.63,0.0,0.4,0.18,0.26,0.47,1.0,0.5,0.0
87,0.0,1.0,0.73,0.9900000000000002,1.0,0.8299999999999998,0.8299999999999998,0.51,0.67,0.2,0.43,0.0,0.02,0.27,0.7,0.28,0.0
88,0.0,0.47,0.2,0.61,0.5,0.8,0.8,1.0,1.0,0.96,0.87,0.64,0.73,0.32,0.62,0.0,1.0
89,0.0,0.45,0.46,0.68,0.77,0.93,1.0,1.0,0.92,0.74,0.92,0.48,0.95,0.23,0.74,0.0,1.0
90,0.0,0.64,0.42,0.81,0.81,1.0,1.0,0.95,0.81,0.7,0.57,0.45,0.3,0.21,0.33,0.0,1.0
91,1.0,1.0,0.38,0.87,0.25,0.72,0.19,0.58,0.12,0.43,0.06,0.28,0.0,0.14,0.06,0.0,1.0
92,0.0,0.58,0.04,0.67,0.42,0.8299999999999998,0.79,1.0,1.0,0.98,0.81,0.66,0.65,0.34,0.66,0.0,1.0
93,0.0,0.3,0.38,0.51,0.69,0.76,1.0,1.0,0.87,0.8,0.66,0.54,0.5,0.27,0.41,0.0,1.0
94,0.0,0.68,0.27,1.0,0.73,0.93,0.73,0.52,0.54,0.12,0.5,0.0,0.49,0.34,1.0,0.38,0.0
95,0.0,0.9,0.48,1.0,1.0,0.95,0.8199999999999998,0.64,0.56,0.32,0.42,0.0,0.17,0.24,0.7,0.26,0.0
96,0.0,0.64,0.4,0.78,0.76,1.0,1.0,0.9900000000000002,0.87,0.71,0.64,0.44,0.39,0.18,0.16,0.0,1.0
97,0.0,0.88,0.53,0.96,1.0,1.0,0.73,0.66,0.5,0.31,0.26,0.0,0.04,0.34,0.48,0.33,0.0
98,0.0,0.59,0.16,0.73,0.77,0.95,1.0,1.0,0.7,0.75,0.45,0.5,0.25,0.25,0.34,0.0,1.0
99,0.0,0.93,0.33,1.0,0.74,0.8299999999999998,0.8399999999999999,0.43,0.79,0.01,0.59,0.0,0.51,0.24,1.0,0.29,0.0
100,0.41,0.89,0.75,0.9900000000000002,1.0,1.0,0.8299999999999998,0.79,0.59,0.59,0.35,0.39,0.1,0.19,0.0,0.0,1.0
101,0.0,0.81,0.4,1.0,0.95,0.8399999999999999,0.96,0.41,0.69,0.0,0.36,0.08999999999999998,0.38,0.36,1.0,0.39,0.0
102,0.0,0.88,0.57,1.0,0.78,0.75,0.6,0.37,0.42,0.0,0.21,0.03,0.35,0.27,1.0,0.32,0.0
103,0.0,0.95,0.54,1.0,0.8499999999999999,0.75,0.61,0.38,0.55,0.0,0.28,0.12,0.36,0.36,1.0,0.23,0.0
104,0.2,0.65,0.43,0.94,0.76,1.0,0.58,0.64,0.44,0.27,0.0,0.01,0.18,0.04,1.0,0.0,1.0
105,0.0,0.29,0.04,0.45,0.41,0.71,0.78,0.96,1.0,1.0,0.75,0.67,0.5,0.33,0.25,0.0,1.0
106,0.0,0.57,0.51,0.68,0.8499999999999999,0.92,1.0,1.0,0.8499999999999999,0.73,0.73,0.46,0.64,0.18,0.63,0.0,1.0
107,0.0,0.57,0.31,0.68,0.72,0.9,1.0,1.0,0.76,0.75,0.5,0.51,0.28,0.25,0.16,0.0,1.0
108,0.33,0.74,0.71,1.0,0.6,0.71,0.47,0.3,0.26,0.0,0.0,0.03,0.5,0.02,1.0,0.04,1.0
109,0.0,0.93,0.57,1.0,1.0,0.86,0.71,0.43,0.41,0.01,0.22,0.0,0.23,0.35,0.8199999999999998,0.41,0.0
110,0.0,1.0,0.67,1.0,0.73,0.69,0.4,0.35,0.13,0.0,0.0,0.23,0.16,0.47,1.0,0.51,0.0
111,0.02,1.0,0.96,0.97,0.76,0.67,0.65,0.33,0.59,0.0,0.35,0.08999999999999998,0.0,0.37,1.0,0.37,0.0
112,0.0,0.81,0.38,1.0,0.71,0.8199999999999998,0.54,0.41,0.33,0.0,0.26,0.14,0.43,0.46,1.0,0.55,0.0
113,0.34,1.0,1.0,0.87,0.8199999999999998,0.58,0.55,0.29,0.42,0.0,0.03,0.07,0.0,0.27,0.8499999999999999,0.35,0.0
114,0.0,0.37,0.5,0.49,0.8,0.74,1.0,1.0,0.96,0.76,0.86,0.5,0.7,0.23,0.59,0.0,1.0
115,0.04,0.79,0.65,1.0,0.67,0.86,0.67,0.58,0.67,0.29,0.23,0.05,0.0,0.0,1.0,0.05,1.0
116,0.38,0.7,0.51,1.0,0.37,0.72,0.38,0.38,0.28,0.05,0.0,0.0,0.5,0.04,1.0,0.1,1.0
117,0.1,0.46,0.0,0.71,0.38,0.94,0.79,1.0,0.76,0.75,0.72,0.5,0.76,0.24,1.0,0.0,1.0
118,0.0,0.81,0.07,0.96,0.58,1.0,1.0,1.0,0.89,0.75,0.77,0.5,0.67,0.25,0.56,0.0,0.0
119,0.0,0.71,0.42,0.81,0.8499999999999999,1.0,1.0,0.92,0.92,0.67,0.8,0.43,0.74,0.17,0.77,0.0,1.0
120,0.0,0.9,0.47,1.0,0.65,0.69,0.48,0.31,0.37,0.0,0.14,0.34,0.49,0.4,1.0,0.39,0.0
121,0.0,0.5,0.26,0.64,0.61,0.8299999999999998,0.9900000000000002,1.0,1.0,0.8299999999999998,0.74,0.56,0.51,0.28,0.33,0.0,1.0
122,0.0,0.93,0.44,1.0,0.79,0.72,0.76,0.35,0.53,0.0,0.29,0.02,0.43,0.28,1.0,0.32,0.0
123,0.0,0.93,0.54,1.0,0.8,0.69,0.7,0.35,0.66,0.0,0.28,0.27,0.19,0.47,1.0,0.52,0.0
124,0.0,0.55,0.37,0.75,0.8,0.94,1.0,1.0,0.8,0.76,0.63,0.51,0.47,0.25,0.39,0.0,1.0
125,0.19,0.56,0.16,0.68,0.61,0.86,1.0,1.0,0.71,0.75,0.42,0.51,0.16,0.26,0.0,0.0,1.0
126,0.0,0.27,0.34,0.51,0.7,0.75,1.0,1.0,0.8299999999999998,0.77,0.68,0.52,0.55,0.26,0.47,0.0,1.0
127,0.0,0.65,0.51,0.79,0.8399999999999999,1.0,1.0,0.94,0.92,0.7,0.8299999999999998,0.46,0.73,0.22,0.78,0.0,1.0
128,0.0,0.54,0.5,0.76,0.8,1.0,0.6,0.8199999999999998,0.52,0.57,0.6,0.33,0.88,0.08999999999999998,1.0,0.0,1.0
129,0.33,0.66,0.72,0.86,1.0,1.0,0.76,0.71,0.7,0.4,0.55,0.1,0.0,0.0,0.13,0.06,1.0
130,0.0,0.63,0.54,0.77,0.91,0.9900000000000002,1.0,1.0,0.8299999999999998,0.75,0.67,0.5,0.5,0.25,0.48,0.0,1.0
131,0.0,0.96,0.38,1.0,0.75,0.92,0.7,0.46,0.62,0.0,0.49,0.15,0.63,0.34,1.0,0.38,0.0
132,0.0,0.55,0.41,0.73,0.7,0.95,0.94,1.0,0.93,0.75,0.89,0.5,0.91,0.24,1.0,0.0,1.0
133,0.0,0.93,0.46,1.0,1.0,0.8,0.8499999999999999,0.47,0.47,0.18,0.26,0.0,0.19,0.33,0.9,0.3,0.0
134,0.12,0.54,0.58,0.77,1.0,1.0,0.8299999999999998,0.92,0.67,0.69,0.42,0.45,0.21,0.21,0.0,0.0,1.0
135,0.0,0.51,0.1,0.59,0.57,0.79,1.0,1.0,0.92,0.78,0.7,0.52,0.52,0.25,0.32,0.0,1.0
136,0.0,0.63,0.21,0.63,0.63,0.8,0.9900000000000002,1.0,1.0,0.8,0.9900000000000002,0.52,0.9900000000000002,0.24,0.96,0.0,1.0
137,0.0,0.86,0.28,1.0,0.47,0.71,0.23,0.33,0.14,0.0,0.0,0.39,0.48,0.47,1.0,0.52,0.0
138,0.0,0.88,0.47,1.0,1.0,0.94,0.97,0.62,0.75,0.31,0.52,0.0,0.38,0.22,0.58,0.43,0.0
139,0.0,0.56,0.15,0.73,0.65,0.94,1.0,1.0,0.91,0.75,0.8199999999999998,0.5,0.79,0.25,0.94,0.0,1.0
140,0.01,0.87,0.38,1.0,0.49,0.63,0.34,0.22,0.16,0.0,0.0,0.29,0.49,0.24,1.0,0.22,0.0
141,0.0,0.95,0.51,1.0,1.0,0.9,0.72,0.56,0.5,0.2,0.36,0.0,0.17,0.37,0.69,0.46,0.0
142,0.0,0.61,0.35,0.8199999999999998,0.9,1.0,1.0,0.93,0.69,0.71,0.44,0.47,0.23,0.24,0.08,0.0,1.0
143,0.29,1.0,0.72,0.8,0.65,0.52,0.38,0.25,0.0,0.0,0.02,0.22,0.25,0.47,1.0,0.49,0.0
144,0.0,0.93,0.45,1.0,0.87,0.94,0.71,0.48,0.6,0.0,0.39,0.17,0.53,0.4,1.0,0.37,0.0
145,0.0,0.9900000000000002,0.81,1.0,0.93,0.75,0.65,0.38,0.4,0.0,0.24,0.0,0.15,0.3,1.0,0.32,0.0
146,0.0,0.69,0.56,0.76,0.8499999999999999,0.9900000000000002,0.98,1.0,1.0,0.75,0.97,0.5,0.92,0.25,0.92,0.0,1.0
147,0.0,1.0,0.53,0.9900000000000002,0.66,0.67,0.59,0.33,0.53,0.0,0.36,0.18,0.38,0.42,1.0,0.42,0.0
148,0.0,1.0,0.62,0.9900000000000002,1.0,0.92,0.66,0.61,0.43,0.25,0.21,0.0,0.11,0.34,0.73,0.37,0.0
149,0.0,0.98,0.72,1.0,0.73,0.7,0.57,0.36,0.5,0.0,0.18,0.02,0.26,0.27,1.0,0.36,0.0
150,0.46,0.73,0.8,1.0,0.7,0.86,0.61,0.46,0.45,0.08,0.0,0.0,0.47,0.04,1.0,0.07,1.0
151,0.0,1.0,0.62,0.89,0.71,0.59,0.54,0.29,0.4,0.0,0.02,0.2,0.05,0.42,1.0,0.49,0.0
152,0.0,0.9,0.28,0.96,0.86,1.0,1.0,0.97,0.71,0.75,0.55,0.49,0.44,0.23,0.42,0.0,0.0
153,0.0,0.93,0.69,1.0,0.98,0.69,0.71,0.35,0.35,0.04,0.13,0.0,0.24,0.35,1.0,0.35,0.0
154,0.0,0.45,0.36,0.69,0.68,0.93,0.88,1.0,0.8399999999999999,0.75,0.8399999999999999,0.5,0.8399999999999999,0.24,1.0,0.0,1.0
155,0.0,0.63,0.19,0.73,0.58,0.97,0.65,1.0,0.58,0.73,0.5,0.48,0.54,0.22,1.0,0.0,1.0
156,0.0,0.44,0.41,0.62,0.78,0.8499999999999999,1.0,1.0,0.87,0.75,0.7,0.5,0.55,0.25,0.41,0.0,1.0
157,0.0,0.55,0.53,0.77,1.0,1.0,0.87,0.95,0.87,0.71,0.87,0.47,0.87,0.23,0.8,0.0,1.0
158,0.0,0.4,0.1,0.6,0.61,0.78,1.0,1.0,0.88,0.81,0.71,0.54,0.61,0.27,0.73,0.0,1.0
159,0.0,0.6,0.31,0.75,0.65,0.88,1.0,1.0,0.8199999999999998,0.75,0.63,0.51,0.48,0.25,0.57,0.0,1.0
160,0.0,0.8299999999999998,0.5,1.0,0.92,0.75,0.66,0.38,0.36,0.0,0.34,0.06,0.28,0.34,1.0,0.36,0.0
161,0.0,0.8499999999999999,0.42,1.0,0.79,0.8,0.7,0.4,0.75,0.0,0.44,0.14,0.42,0.39,1.0,0.48,0.0
162,0.02,0.91,0.86,1.0,0.98,0.67,0.61,0.33,0.19,0.0,0.0,0.19,0.08,0.43,1.0,0.4,0.0
163,0.0,0.96,0.47,0.95,1.0,1.0,0.71,0.73,0.52,0.37,0.41,0.0,0.26,0.2,0.52,0.33,0.0
164,0.0,1.0,0.55,0.98,1.0,0.8,0.98,0.51,0.8,0.22,0.72,0.0,0.91,0.28,0.71,0.43,0.0
165,0.0,0.48,0.35,0.64,0.66,0.8199999999999998,1.0,1.0,0.94,0.75,0.8499999999999999,0.5,0.8399999999999999,0.24,0.93,0.0,1.0
166,0.23,0.65,0.67,0.8499999999999999,1.0,1.0,0.87,0.75,0.77,0.49,0.72,0.23,0.46,0.0,0.0,0.0,1.0
167,0.0,0.36,0.35,0.56,0.68,0.78,1.0,1.0,0.94,0.76,0.8,0.51,0.7,0.25,0.7,0.0,1.0
168,0.17,0.67,0.55,0.93,0.71,1.0,0.61,0.56,0.48,0.13,0.0,0.01,0.37,0.0,1.0,0.0,1.0
169,0.0,0.8,0.35,0.8399999999999999,0.8399999999999999,1.0,1.0,0.89,0.8199999999999998,0.67,0.63,0.44,0.41,0.22,0.22,0.0,1.0
170,0.03,0.9,0.41,1.0,1.0,1.0,0.89,0.68,0.54,0.33,0.19,0.0,0.0,0.15,0.54,0.23,0.0
171,0.38,0.58,0.8499999999999999,0.86,0.8499999999999999,1.0,0.7,0.6,0.59,0.21,0.0,0.0,0.23,0.03,1.0,0.08,1.0
172,0.0,0.91,0.55,1.0,0.71,0.69,0.62,0.33,0.64,0.0,0.22,0.27,0.36,0.4,1.0,0.4,0.0
173,0.0,0.95,0.51,1.0,0.91,0.86,0.81,0.45,0.68,0.05,0.55,0.0,0.46,0.34,1.0,0.33,0.0
174,0.33,0.65,0.68,1.0,0.73,0.89,0.56,0.4,0.37,0.0,0.0,0.08,0.5,0.05,1.0,0.06,1.0
175,0.13,0.65,0.0,0.94,0.38,0.98,0.78,1.0,1.0,0.93,0.8299999999999998,0.63,0.67,0.32,0.57,0.0,0.0
176,0.0,0.9,0.59,1.0,1.0,0.79,0.72,0.4,0.55,0.0,0.4,0.01,0.08999999999999998,0.3,0.8399999999999999,0.31,0.0
177,0.41,0.96,0.9900000000000002,1.0,1.0,0.74,0.58,0.38,0.28,0.0,0.07,0.16,0.0,0.45,0.8,0.34,0.0
178,0.0,0.8299999999999998,0.63,1.0,1.0,0.8199999999999998,0.8399999999999999,0.52,0.58,0.23,0.23,0.0,0.0,0.29,0.76,0.33,0.0
179,0.0,0.94,0.5,1.0,0.94,1.0,0.73,0.58,0.6,0.14,0.43,0.0,0.5,0.27,1.0,0.19,0.0
180,0.23,0.66,0.8199999999999998,0.89,1.0,1.0,0.8499999999999999,0.63,0.79,0.25,0.45,0.0,0.0,0.02,0.77,0.04,1.0
181,0.0,0.94,0.46,1.0,1.0,0.97,0.8199999999999998,0.62,0.48,0.3,0.17,0.0,0.18,0.34,0.74,0.38,0.0
182,0.0,0.97,0.41,1.0,0.68,0.77,0.64,0.38,0.51,0.0,0.28,0.34,0.56,0.4,1.0,0.37,0.0
183,0.0,0.76,0.42,1.0,0.51,0.91,0.43,0.52,0.46,0.13,1.0,0.07,0.71,0.02,0.31,0.0,1.0
184,0.0,0.87,0.46,1.0,0.88,0.8499999999999999,0.73,0.43,0.65,0.0,0.36,0.18,0.46,0.42,1.0,0.5,0.0
185,0.0,0.95,0.43,1.0,0.89,0.94,0.73,0.51,0.62,0.06,0.47,0.0,0.51,0.35,1.0,0.38,0.0
186,0.0,0.78,0.36,1.0,0.68,0.72,0.7,0.35,0.56,0.0,0.27,0.21,0.39,0.5,1.0,0.57,0.0
187,0.0,0.61,0.42,0.78,0.81,0.98,1.0,1.0,0.8399999999999999,0.74,0.72,0.49,0.65,0.23,0.65,0.0,1.0
188,0.0,0.91,0.0,1.0,0.57,0.9900000000000002,1.0,0.9900000000000002,0.64,0.78,0.45,0.53,0.37,0.26,0.44,0.0,0.0
